Community District,Name,Indicator Category,Indicator,Indicator Description,Y2000,Y2006,Y2010,Y2016,Y2017,Y2000.Rank,Y2006.Rank,Y2010.Rank,Y16.17.Rank
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Index of housing price appreciation, 2-4 family building",The average price changes in repeated sales of the same 2-4 family properties (index=100 in 2000).,100.0,211.1,152.3,170.4,202.2,1,40,33,48
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Index of housing price appreciation, 5+ family building",The average price changes in repeated sales of the same 5+ family properties (index=100 in 2000).,100.0,294.5,385.4,595.4,633.4,1,9,2,13
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Index of housing price appreciation, all property types",The average price changes in repeated sales of the same properties of any type (index=100 in 2000).,100.0,211.1,162.7,202.4,224.6,1,38,41,49
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Index of housing price appreciation, condominium",The average price changes in repeated sales of the same condominiums (index=100 in 2000).,100.0,200.2,139.4,176.6,200.8,1,42,48,48
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Median sales price per unit, 1 family building ($2017)",The median price per unit for one unit buildings.,"$317,481","$536,993","$459,236","$557,350","$561,509",33,38,30,33
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Median sales price per unit, 2-4 family building ($2017)",The median price per unit for two- to four-unit buildings.,"$182,792","$328,162","$251,486","$282,500","$293,995",27,36,33,37
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Median sales price per unit, 5+ family building ($2017)",The median price per unit for multifamily buildings.,"$54,761","$102,060","$111,050","$262,500","$186,819",39,44,31,37
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Median sales price per unit, condominium ($2017)",The median price per unit for condominiums.,"$212,135","$372,911","$393,598","$340,000","$328,078",28,38,31,42
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Notices of foreclosure rate (per 1,000 1-4 family and condo properties)","The rate of mortgage foreclosure actions initiated per 1,000 1-4 family properties and condominium units.",10.9,15.1,26.0,22.6,21.0,26,19,21,11
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Notices of foreclosure, all residential properties",The total number of residential properties that had mortgage foreclosure actions initiated against them.,366,520,911,787,731,6,5,4,3
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Notices of foreclosure, initial, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had a new filing of mortgage foreclosure actions initiated against them after at least six years without having any such filings.,272,418,600,341,300,6,5,4,3
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Notices of foreclosure, repeat, 1-4 family and condo properties",The total number of 1-4 family properties and condominiums that had repeat filing of mortgage foreclosure actions initiated against them after already have such a filing in the previous six years.,88,97,294,437,422,3,4,4,3
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Pre-foreclosure notice rate (per 1,000 1-4 family and condo properties)","The number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units.",NA,NA,NA,79.4,NA,NA,NA,NA,9
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Pre-foreclosure notices, 1-4 family and condo properties",The total number of pre-foreclosure notices issued to homeowners of 1-4 family homes and condominium units. These notices are sent 90 days prior to starting a foreclosure action.,NA,NA,NA,"34,408",NA,NA,NA,NA,7
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Properties entering REO, 1-4 family",The total number of 1-4 family buildings that completed the foreclosure process and were acquired by the foreclosing lender.,51,6,22,24,31,6,13,13,4
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Refinance loan rate (per 1,000 properties)","The number of refinance loans for owner-occupied 1-4 family buildings, condominiums, and cooperative apartments divided by the total number of 1-4 family buildings, condominiums, and cooperative apartments in the given geographic.",NA,103.0,21.8,20.3,NA,NA,10,14,4
BK 18,Flatlands/Canarsie,Housing Market and Conditions,Rental vacancy rate,"The number of vacant, habitable, for-rent units divided by the number of renter-occupied units plus vacant, habitable, for-rent units.",NA,NA,3.4%,3.6%,NA,NA,NA,31,21
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Sales volume, 1 family building",The number of transactions of 1 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,807,760,365,410,506,6,8,9,8
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Sales volume, 2-4 family building",The number of transactions of 2-4 family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,909,984,370,310,446,1,4,6,3
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Sales volume, 5+ family building",The number of transactions of 5+ family residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,2,3,1,1,1,54,53,56,55
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Sales volume, all property types",The number of transactions of all residential properties that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,"1,789","1,821",801,770,"1,013",2,5,11,7
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Sales volume, condominium",The number of transactions of condominiums that have a non-trivial price and the sale must not be marked as 'insignificant' by the Department of Finance.,71,74,65,49,60,15,36,33,33
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Serious housing code violations (per 1,000 privately owned rental units)","All violations that HPD defines as class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,18.0,37.8,33.0,38.0,NA,46,30,28
BK 18,Flatlands/Canarsie,Housing Market and Conditions,Severe crowding rate (% of renter households),The share of all renter households in which there are more than 1.5 household members for each room in the unit.,NA,NA,2.4%,6.4%,NA,NA,NA,43,9
BK 18,Flatlands/Canarsie,Housing Market and Conditions,"Total housing code violations (per 1,000 privately owned rental units)","All HPD violations defined as class A ('non-hazardous'), class B ('hazardous'), and class C ('immediately hazardous') that were opened in a given time period, regardless of their current status.",NA,101.7,160.3,145.2,160.7,NA,48,30,32
BK 18,Flatlands/Canarsie,Land Use and Development,"Population density (1,000 persons per square mile)",The geographic area's population divided by its land area and is reported in thousands of people per square mile.,NA,16.1,16.0,16.4,NA,NA,48,48,48
BK 18,Flatlands/Canarsie,Land Use and Development,Units authorized by new residential building permits,The number of units authorized by new residential building permits is derived from the building permit and jobs reports of the DOB.,129,141,20,29,8,31,55,21,58
BK 18,Flatlands/Canarsie,Land Use and Development,Units issued new certificates of occupancy,The number of residential units in buildings issued new certificates of occupancy issued by the DOB each year.,134,238,55,38,6,24,39,53,58
BK 18,Flatlands/Canarsie,Neighborhood Services and Conditions,Car-free commute (% of commuters),"The percentage of workers who commute primarily by foot, bicycle, or public transportation, as a share of all workers over the age of 16 who do not work at home.",46.6%,52.4%,50.2%,53.5%,NA,46,43,46,45
BK 18,Flatlands/Canarsie,Neighborhood Services and Conditions,Mean travel time to work (minutes),The mean commute time in minutes for commuters residing in the geographic area.,46.7,43.9,41.3,48.0,NA,6,8,25,7
BK 18,Flatlands/Canarsie,Neighborhood Services and Conditions,Residential units within 1/2 mile of a subway station,"The percentage of residential units that are within a half mile walk of a station entrance for the New York City Subway, Long Island Rail Road, PATH, Amtrak, Metro-North Railroad, or Staten Island Railway.",NA,NA,NA,NA,12.7%,NA,NA,NA,57
BK 18,Flatlands/Canarsie,Neighborhood Services and Conditions,Residential units within 1/4 mile of a park,The percentage of residential units that are within a quarter mile of a park.,NA,NA,NA,NA,72.5%,NA,NA,NA,35
BK 18,Flatlands/Canarsie,Neighborhood Services and Conditions,"Serious crime rate (per 1,000 residents)","The number of serious crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,15.4,12.1,10.0,9.0,NA,23,29,38
BK 18,Flatlands/Canarsie,Neighborhood Services and Conditions,"Serious crime rate, property (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,10.8,8.2,6.5,5.7,NA,15,16,36
BK 18,Flatlands/Canarsie,Neighborhood Services and Conditions,"Serious crime rate, violent (per 1,000 residents)","The number of serious property crimes, those classified as a major felony as defined by the NYPD, committed in a given geographic area per 1,000 residents.",NA,4.6,3.9,3.5,3.3,NA,29,31,35
BK 18,Flatlands/Canarsie,Neighborhood Services and Conditions,"Students performing at grade level in English language arts, 4th grade",The percentage of fourth-grade students performing at or above grade level in English language arts in 4th grade (termed 'proficient').,NA,NA,NA,44.0%,45.6%,NA,NA,NA,26
BK 18,Flatlands/Canarsie,Neighborhood Services and Conditions,"Students performing at grade level in math, 4th grade",The percentage of fourth-grade students performing at or above grade level in math in 4th grade (termed 'proficient').,NA,NA,NA,38.8%,42.3%,NA,NA,NA,27
BK 18,Flatlands/Canarsie,Renters,"Housing choice vouchers (% of occupied, privately owned rental units)",The share of all rental households in privately owned units whose occupants use a housing choice voucher from HUD.,NA,NA,4.4%,4.3%,NA,NA,NA,30,29
BK 18,Flatlands/Canarsie,Renters,"Median rent, 2- and 3-bedrooms ($2017)","The median gross rent among 2-3 bedroom units, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",NA,NA,"$1,345","$1,400",NA,NA,NA,19,27
BK 18,Flatlands/Canarsie,Renters,"Median rent, all ($2017)","The median gross rent, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.","$1,152","$1,201","$1,264","$1,385",NA,13,22,25,26
BK 18,Flatlands/Canarsie,Renters,"Median rent, asking",The median rent that landlords advertise for housing units available for rent.,NA,NA,NA,"$1,800","$1,850",NA,NA,NA,40
BK 18,Flatlands/Canarsie,Renters,"Median rent, studios and 1-bedrooms ($2017)","The median gross rent among studios and 1-bedroom units, which includes the amount agreed to or specified in the lease regardless of whether furnishings, utilities, or services are included; and estimated monthly electricity and heating fuel costs paid by the renter.",NA,NA,"$1,033","$1,133",NA,NA,NA,27,31
BK 18,Flatlands/Canarsie,Renters,Moderately rent-burdened households,The share of renter households whose gross rent made up at least 30 percent of their monthly pre-tax income.,NA,25.4%,23.7%,23.3%,NA,NA,10,33,35
